Tool,Type,Topic,Language,Input,Format input,Output,Format output,Design,Build,Test,Learn,Country/Node,Sequence (i),Protein structure (o),In_DBTL_Cycle,DB,DT,DL,BT,BL,TL,DBT,DBL,DTL,BTL,DBTL
Salmonella CRISPR typing,Command-line tool,"Microbiology, Sequence analysis",Python,Nucleic acid sequence,FASTA,"Sequence motif (nucleic acid), Sequence coordinates, Nucleic acid sequence","FASTA, BED",0,0,0,0,"Institut Pasteur, C3BI, Bioinformatics and Biostatistics Hub, Enteric Bacterial Pathogens, Kenzo Hugo Hillion, Laetitia Fabre",1,0,0,0,0,0,0,0,0,0,0,0,0,0
AVPpred,Web application,"Small molecules, Virology, Experimental design and studies, Drug discovery",PHP,,,,,1,0,0,0,Dr. Manoj Kumar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CREME,Web application,"Transcription factors and regulatory sites, Gene expression, Gene transcripts, Gene regulation",,,,,,0,0,1,0,CREME Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTR,Workflow,Metagenomics,"MATLAB, C++",,,,,0,0,0,0,Fabio Gori,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TargetRNA,Web application,"Gene transcripts, Functional, regulatory and non-coding RNA, Small molecules, RNA, Model organisms",,,,,,1,0,0,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSA,Web application,"Nucleic acid structure analysis, Protein structure analysis, Mapping, Protein folds and structural domains, Structure prediction","JavaScript, PHP, C++, Python",,,,,1,0,0,0,I. Wohlers,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dbCAN,Web application,"Enzymes, Sequence sites, features and motifs, Protein folds and structural domains, Carbohydrates, Gene and protein families",Perl,,,,,1,0,0,0,Ying Xu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DMINDA,Web application,"Transcription factors and regulatory sites, Sequence sites, features and motifs, DNA, Gene expression, Sequence analysis","JavaScript, PHP",,,,,1,0,1,0,Contact Form,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NetCSSP,Web application,"Protein secondary structure, Structure prediction, Protein structure analysis",,,,,,1,0,0,0,Sukjoon Yoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JiffyNet,Web application,"Proteins, Systems biology, Molecular interactions, pathways and networks",,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KeeSeeK,Command-line tool,"DNA, Sequence analysis",,,,,,0,0,1,0,"ELIXIR-ITA-PADOVA, Stefano Toppo",0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPF,Web application,"NMR, Protein structure analysis, Proteins",,,,,,0,0,0,0,RPF Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NovelSeq,Command-line tool,DNA structural variation,C,,,,,0,0,0,0,IMAN HAJIRASOULIHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRPS-PKS,Web application,"Sequence analysis, Sequencing",,,,,,0,1,0,0,Jacques Ravel,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPatt,Web application,"Statistics and probability, DNA, Mathematics, Gene expression",C++,,,,,0,0,1,1,Gregory Nuel,0,0,1,0,0,0,0,0,1,0,0,0,0,0
OGEE,Database portal,"Gene expression, Gene structure, Model organisms, Gene and protein families",,,,,,0,0,1,0,Wei-Hua Chen,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RAPSearch,Command-line tool,Metagenomics,C++,,,,,0,0,0,0,"Yongan Zhao, Yuzhen Ye",0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOEAST,Web application,"Ontology and terminology, Gene expression, Transcriptomics, Microarray experiment, Probes and primers",,,,,,0,0,1,0,Webmaster,0,0,1,0,0,0,0,0,0,0,0,0,0,0
psRobot,Web application,"Functional, regulatory and non-coding RNA, Gene transcripts, RNA, Plant biology, Small molecules",,,,,,1,0,0,0,psRobot Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Optimus Primer,Web service,Sequencing,,,,,,0,1,0,0,Guillaume Lettre,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GeConT 2,Web application,"Genomics, Gene and protein families, Sequencing, Gene transcripts",,,,,,0,1,0,0,Gene Context Tool NG Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PreOpDB,Database portal,"Gene structure, Endocrinology and metabolism, Molecular interactions, pathways and networks, Model organisms, Phylogenetics",,,,,,0,0,0,0,"Enrique Merino, Blanca Taboada",0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAViGaTOR,Web application,"Molecular interactions, pathways and networks, Imaging, Protein interactions",Java,,,,,0,0,0,0,Jurisica Lab,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memoir,Web application,"Membrane and lipoproteins, Structure prediction, Protein folds and structural domains, Molecular modelling, Proteins",,,,,,1,0,0,0,Oxford Protein Informatics Group,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DOMMINO,Database portal,"Protein folds and structural domains, Molecular interactions, pathways and networks, Protein interactions, Small molecules, Protein folding, stability and design",,,,,,1,0,0,0,Dmitry Korkin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orphelia,Web application,"Metagenomics, Transcription factors and regulatory sites, Sequence assembly, DNA, Machine learning",,,,,,0,1,1,1,Orphelia Support,0,0,1,0,0,0,1,1,1,0,0,0,1,0
SWAKK,Web application,"Protein folds and structural domains, Protein structure analysis, Proteins, Small molecules, Protein structural motifs and surfaces",,,,,,1,0,0,0,Han Liang,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PatSearch,Web application,"Transcription factors and regulatory sites, Protein secondary structure, Sequencing, Gene expression",SQL,,,,,0,1,1,0,"C.N.R. - Institute of Biomedical Technology, ELIXIR-ITA-CNR",0,0,1,0,0,0,1,0,0,0,0,0,0,0
CyloFold,Web application,"Structure prediction, Nucleic acid structure analysis, RNA, Protein secondary structure",,,,,,1,0,0,0,"Bruce A. Shapiro, Eckart Bindewald, Wojciech Kasprzak",0,0,1,0,0,0,0,0,0,0,0,0,0,0
DARIO,Web application,"Functional, regulatory and non-coding RNA, RNA-Seq, Experimental design and studies, Gene transcripts, Sequencing",,,,,,0,1,0,0,DARIO Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mauve,Desktop application,"Genomics, Transcriptomics","Java, C++",,,,,0,0,1,0,Aaron Darling,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DATF,Database portal,"Transcription factors and regulatory sites, Gene transcripts, Gene expression, Gene and protein families",,,,,,0,0,1,0,ATRM Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DAVID Bioinformatics Resources,Web application,"Pathology, Molecular interactions, pathways and networks, Mapping, Data mining",,,,,,0,0,0,0,DAVID Bioinformatic Team,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICEberg,Database portal,"Transcription factors and regulatory sites, Model organisms, Mapping, Mobile genetic elements, DNA",,,,,,0,0,1,0,Hong-Yu OU,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DecGPU,Command-line tool,Sequence assembly,C++,,,,,0,1,0,0,Dr. Yongchao Liu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HMMSplicer,Command-line tool,RNA splicing,Python,,,,,0,0,0,0,Brittany Worth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siDirect,Web application,"Functional, regulatory and non-coding RNA, RNA, Sequence analysis, RNA-Seq",,,,,,0,0,0,0,K. Ui-Tei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSEM,Command-line tool,RNA-Seq,C++,,,,,0,0,0,0,Bo Li,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIALIGN-TX,Web application,"Protein structure analysis, Protein secondary structure",,,,,,0,0,0,0,Amarendran R. Subramanian,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAOS DIALIGN WWW server,Web application,"Gene transcripts, Sequence analysis, Sequencing, Molecular interactions, pathways and networks",Java,,,,,0,1,0,0,Prof. Dr. Burkhard Morgenstern,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SEM,Web application,"Electron microscopy, Molecular modelling, Structure prediction, Nucleic acids, Sequence composition, complexity and repeats",,,,,,1,0,0,0,K. Sekar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CodonO,Web application,"Gene expression, Genomics",,,,,,0,0,1,0,Ginger Han,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MatchMiner,Web application,"Omics, Gene expression, Gene transcripts, Microarray experiment, Protein expression",Java,,,,,0,0,1,0,MatchMiner Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DistiLD,Database portal,"Mapping, Pathology, DNA polymorphism, GWAS study, DNA",,,,,,0,0,1,0,DistiLD Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spritz,Web application,"Protein disordered structure, Proteins, Protein folds and structural domains, Structure prediction, Reproductive health",,,,,,1,0,0,0,Gianluca Pollastri,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ICM Web,Web application,"Molecular interactions, pathways and networks, DNA packaging, DNA binding sites, Protein folding, stability and design, Immunoprecipitation experiment",Java,,,,,0,0,0,0,Thomas C. Bishop,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TreeSAAP,Web application,"Small molecules, Nucleic acids, Phylogeny, Statistics and probability, Protein properties",Java,,,,,1,0,0,1,S. Woolley,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Illuminator,Desktop application,Mapping,,,,,,0,0,0,0,Ian Carr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAtraffic,Database portal,"Epigenetics, Model organisms, Ontology and terminology, Molecular interactions, pathways and networks, Pathology",Python,,,,,0,0,0,0,Joanna Krwawicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRYGin,Database portal,"Molecular interactions, pathways and networks, Mapping, Genetics, Quantitative genetics","JavaScript, Perl",,,,,0,1,0,0,Charlie Boone,0,0,1,0,0,0,0,0,0,0,0,0,0,0
E1DS,Web application,"Enzymes, Sequence sites, features and motifs, Protein binding sites, Sequence analysis, Protein sites, features and motifs",,,,,,1,0,0,0,E1DS Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Exon Array Analyzer,Web application,"Gene transcripts, RNA splicing, Microarray experiment, Gene expression, Probes and primers",PHP,,,,,0,0,1,0,Exon Array Analyzer Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UM-PPS,Web application,"Model organisms, Molecular interactions, pathways and networks, Small molecules","Java, Perl",,,,,1,0,0,0,"Kathrin Fenner, EAWAG-BBD Director",0,0,1,0,0,0,0,0,0,0,0,0,0,0
eNet,Web application,"Proteins, Molecular interactions, pathways and networks, Systems biology",,,,,,1,0,0,0,Andrew Emili,0,0,1,0,0,0,0,0,0,0,0,0,0,0
snpTree,Web application,"Phylogenetics, DNA polymorphism",,Sequence,"FASTA-like, FASTA",Phylogenetic tree,Phylogenetic tree format,0,0,0,0,CBS,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein Binding Evaluation (PROBE),Web application,"Probes and primers, Molecular modelling, Molecular interactions, pathways and networks, Sample collections",,,,,,1,0,0,0,"Contact Form, Pralay Mitra",0,0,1,0,0,0,0,0,0,0,0,0,0,0
PAST,Web application,"Protein structural motifs and surfaces, Small molecules, Proteins, Protein folds and structural domains, Protein structure analysis",,,,,,1,0,0,0,HANJO TÄUBIG,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WDAC,Web application,"Protein folds and structural domains, Proteins, Protein structure analysis, Molecular modelling, Data architecture, analysis and design",,,,,,1,0,1,0,Byungwook Lee,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NJplot,Web application,"Phylogeny, Phylogenetics, Gene expression, Sequence analysis, Sequencing",,,,,,0,1,1,0,Guy Perriere,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PCFamily,Web application,"Molecular modelling, Gene and protein families, Proteins, Molecular interactions, pathways and networks, Sequence composition, complexity and repeats",,,,,,1,0,0,0,PCFamily Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pcons.net,Web application,"Structure prediction, Protein structure analysis, Proteins, Protein folds and structural domains, Structure analysis",,,,,,1,0,0,0,Elofsson Lab,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PDA,Web application,"Probes and primers, Sequencing, Nucleic acid structure analysis, Nucleic acid sites, features and motifs, PCR experiment",,,,,,0,1,0,0,"Sonia Casillas, Antonio Barbadilla",0,0,1,0,0,0,0,0,0,0,0,0,0,0
edge,"Library, Desktop application","Genetics, RNA-Seq, Gene expression",R,Sequence,Sequence record format,"Plot, P-value","Textual format, Image format",0,1,1,0,"John D. Storey, Andrew J. Bass",1,0,1,0,0,0,1,0,0,0,0,0,0,0
Erpin,Command-line tool,"RNA, Nucleic acid structure analysis, Computational biology",Perl,,,,,1,0,0,0,Daniel Gautheret,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eShadow,Web application,"Sequence analysis, Phylogenetics, Computational biology",,,,,,1,0,0,0,Ivan Ovcharenko,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kinefold,Web application,"Zoology, RNA, Structure prediction, Protein folds and structural domains, Sequence analysis",,,,,,1,0,0,0,Contact form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COPS,Web application,"Protein folds and structural domains, Protein folding, stability and design, Structure prediction, Protein structure analysis, Proteins",,,,,,1,0,0,0,TopSearch Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ulysses,Command-line tool,"DNA, Sequencing, Sequence analysis, Genetic variation",R,,,,,0,1,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PhenoM,Database portal,"Phenomics, Genotype and phenotype, Imaging, Genetic variation",,,,,,0,0,1,0,Ke Jin,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PhenoHM,Web application,"Genotype and phenotype, Pathology, Ontology and terminology, Mouse clinic, Model organisms",,,,,,0,0,1,0,Anil Jegga,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PhenoTips,Web application,"Genotype and phenotype, Medical informatics, Data mining, Human genetics",,,,,,0,0,1,0,PhenoTips Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atlas Suite,Suite,"DNA polymorphism, Genetic variation, Sequencing","Ruby, C",,,,,0,1,0,0,Fuli Yu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MiRDeep,Suite,"Functional, regulatory and non-coding RNA, Sequencing, RNA",Perl,,,,,0,1,0,0,Nikolaus Rajewsky,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PGMRA,Web application,"Genotype and phenotype, GWAS study, Genetic variation, Pathology, DNA polymorphism",,,,,,0,0,1,0,"Igor Zwir, Javier Arnedo",0,0,1,0,0,0,0,0,0,0,0,0,0,0
SplitSeek,Script,"RNA-Seq, RNA splicing, Gene expression",Perl,,,,,0,0,1,0,Adam Ameur,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pathway Hunter Tool,Web application,"Molecular interactions, pathways and networks, Small molecules, Endocrinology and metabolism, Model organisms",,,,,,1,0,0,0,Syed Asad Rahman,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VectorNTI,Web application,"Probes and primers, Sequence assembly, Sequence analysis, Sequencing",,,,,,0,1,0,0,Vector NTI support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Berkeley Phylogenomics Group,Web application,"Phylogenomics, Sequence sites, features and motifs, Phylogenetics, Gene and protein families, Protein folds and structural domains",,,,,,1,0,0,0,Kimmen Sjölander,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SStructView,Web application,"RNA, Nucleic acid structure analysis, Structure prediction, Protein secondary structure, Molecular interactions, pathways and networks",Java,,,,,1,0,0,0,SStructView Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PI2PE,Web application,"Structure prediction, Proteins, Protein structure analysis, Protein structural motifs and surfaces, Protein folding, stability and design",,,,,,1,0,0,0,Pi2PE Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RNAmute,Web application,"Genetic variation, Nucleic acid structure analysis, RNA, Structure prediction, Protein secondary structure",,,,,,1,0,0,0,D. Barash,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eF-seek,Web application,"Protein structural motifs and surfaces, Protein binding sites, Proteins, Nucleic acid sites, features and motifs, Function analysis",Java,,,,,1,0,0,0,eF-seek Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Effective,Database portal,"Protein folds and structural domains, Small molecules, Protein sites, features and motifs, Proteins",Java,,,,,1,0,0,0,"Division of Computational Systems Biology, University of Vienna",0,0,1,0,0,0,0,0,0,0,0,0,0,0
LymphoSeq,"Command-line tool, Library",Sequence analysis,R,,,,,0,0,0,0,David Coffey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGassembler,Web application,"Gene transcripts, Sequence assembly, Gene expression, Workflows, RNA-Seq",Perl,,,,,0,1,1,0,Masoudi-Nejad A.,0,0,1,0,0,0,1,0,0,0,0,0,0,0
POCO,Web application,"Transcription factors and regulatory sites, Gene expression, Gene structure, Data mining",C++,,,,,0,0,1,0,POCO Webmaster,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Archaeopteryx,Web application,"Phylogenomics, Phylogeny, Phylogenetics, Experimental design and studies, Evolutionary biology","Java, Perl",,,,,0,0,0,0,Tan Jie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD-ENM,Web application,"Molecular interactions, pathways and networks, Electron microscopy, Molecular dynamics, Structure prediction, Imaging",Java,,,,,1,0,0,0,Wenjun Zheng,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EnteriX,Web application,"Sequencing, Sequence analysis, Whole genome sequencing, Genomics","Perl, C",,,,,0,1,0,0,EnteriX Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUBE-DB,Database portal,"Gene and protein families, Proteins, Model organisms",C,,,,,0,0,0,0,"Dr. Ivana Mihalek, Ms. Zhang Zong Hong",0,0,0,0,0,0,0,0,0,0,0,0,0,0
deconSTRUCT,Web application,"Proteins, Protein structural motifs and surfaces","Perl, C",,,,,0,0,0,0,DEJAN VINKOVIĆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eQuilibrator,Web application,"Small molecules, Nucleic acid structure analysis, Enzymes, Protein properties","JavaScript, Python",,,,,1,0,0,0,eQuilibrator Forum,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERNE,Suite,"Genomics, Sequencing, Epigenetics",C++,,,,,0,1,0,0,"Cristian Del Fabbro, Giuseppe Pigola, Francesco Vezzi",0,0,1,0,0,0,0,0,0,0,0,0,0,0
ESPript 3.0,Web application,"Protein folds and structural domains, Structure prediction, Protein secondary structure, Sequence analysis, Proteins",Fortran,,,,,1,0,0,0,ESPript Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CRP,Web application,"Proteins, Protein binding sites, Protein sites, features and motifs",Perl,,,,,0,0,0,0,CRP Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FastML,Web application,"Phylogeny, Statistics and probability, Sequencing, Sequence analysis, Experimental design and studies",Perl,,,,,0,1,0,1,FastML Support,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FFAS,Web application,"Metagenomics, Protein folds and structural domains, Sequence sites, features and motifs, Sequence analysis, Structure prediction",,,,,,1,0,0,0,FFAS Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rosetta FlexPepDock,Web application,"Molecular modelling, Small molecules, Molecular interactions, pathways and networks",,,,,,1,0,0,0,Yuval Sedan,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3D-Footprint,Database portal,"Proteins, Protein binding sites, Structure analysis, Sequence composition, complexity and repeats","C++, Perl",,,,,0,0,0,0,3D-Footprint Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMM,Web application,"Small molecules, Endocrinology and metabolism, Molecular interactions, pathways and networks, Database management",,,,,,1,0,0,1,FMM Support,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FoldMiner and LOCK 2,Web application,"Small molecules, Protein folds and structural domains, Structure analysis, Protein structural motifs and surfaces",,,,,,1,0,0,0,Jessica Ebert,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WebMOTIFS,Web application,"ChIP-on-chip, Transcription factors and regulatory sites, Immunoprecipitation experiment, Gene expression, Sequence sites, features and motifs",,,,,,1,0,1,0,WebMOTIFS Support,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FTMAP,Web application,"Small molecules, Probes and primers, NMR, Protein structural motifs and surfaces, Medicinal chemistry",,,,,,1,0,0,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FunShift,Database portal,"Gene and protein families, Proteins, Protein folds and structural domains, Function analysis",Perl,,,,,1,0,0,0,Erik Sonnhammer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene Array Analyzer,Web application,"RNA splicing, Gene transcripts, Gene expression, Pathology, Microarray experiment",,,,,,0,0,1,0,Gene Array Analyzer Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rQuant.web,Web application,"Gene expression, Gene transcripts, Mapping, RNA, Sequencing",,,,,,0,1,1,0,Galaxy project forum,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GalaxyWEB,Web application,"Structure prediction, Protein structure analysis, Protein folds and structural domains, Proteins, Molecular modelling","Python, Fortran",,,,,1,0,0,0,GalaxyWEB Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fastSCOP,Web application,"Protein folds and structural domains, Structural biology, Protein structure analysis, Structure prediction, Proteins",,,,,,1,0,0,0,Dr. Jinn-Moon Yang,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gemina,Database portal,"Pathology, Infectious disease, Pathology, Geriatric medicine, Molecular interactions, pathways and networks",Perl,,,,,0,0,0,0,L. M. Schriml,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEM library,Library,"Mapping, Sequencing","Python, C",,,,,0,1,0,0,"Report a bug, Paolo Ribeca",0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gendoo,Web application,"Pathology, Omics, Anatomy, Gene structure, Molecular interactions, pathways and networks",JavaScript,,,,,0,0,1,0,Takeru Nakazato,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3DTF,Web application,"Transcription factors and regulatory sites, Gene expression, Protein binding sites, DNA binding sites, Nucleic acid sites, features and motifs",,,,,,0,0,1,0,Denitsa Alamanova,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twinscan,Web application,"Mapping, Gene transcripts, Sequence assembly, Sequencing",Perl,,,,,0,1,0,0,Michael Brent,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MISO,Command-line tool,"RNA-Seq, RNA splicing","Python, C",,,,,0,0,0,0,Tom Griffiths,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FASTR3D,Web application,"RNA, Nucleic acid structure analysis, Structure prediction, Gene transcripts, Functional, regulatory and non-coding RNA",,,,,,1,0,0,0,Dr. Chin Lung Lu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OGtree 2,Web application,"Phylogeny, Phylogenomics, Genomics, Whole genome sequencing",,,,,,0,0,0,0,Dr. Chin Lung Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RE-MuSiC,Web application,"Sequence analysis, Nucleic acid sites, features and motifs, Nucleic acid structure analysis, Structure prediction, Small molecules",Java,,,,,1,0,0,0,"Dr. Chin Lung Lu, Dr. Chuan Yi Tang",0,0,1,0,0,0,0,0,0,0,0,0,0,0
SoRT2,Web application,"Mapping, Phylogeny, Phylogenetics, Genomics, Zoology","PHP, C",,,,,0,0,0,0,Dr. Chin Lung Lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CyanoBase,Database portal,"Model organisms, Genomics, Molecular interactions, pathways and networks",,,,,,0,0,0,0,M. Nakao,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebApollo,Plug-in,Genomics,"JavaScript, Java, Perl",,,,,0,0,0,0,Suzanna E Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBrowse,Web application,Genomics,Perl,,,,,0,0,0,0,Alex Read,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIM4,Web application,"Gene transcripts, DNA, Sequencing, Sequence analysis",,,,,,0,1,1,0,SIM4 Support,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GLAMM,Web application,"Endocrinology and metabolism, Molecular interactions, pathways and networks, Drug metabolism, Phylogeny",,,,,,0,0,0,0,"Dylan Chivian, Adam P. Arkin",0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMS,Web application,"Gene expression, Microarray experiment, Data mining, Natural language processing",,,,,,0,0,1,0,Chang-Jiun Wu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GenomeTraFaC,Web application,"Transcription factors and regulatory sites, Functional, regulatory and non-coding RNA, Gene transcripts, Gene expression",,,,,,0,0,1,0,Anil Goud Jegga,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OPTIMIZER,Web application,"Gene expression, DNA, Gene and protein families, Zoology, Epigenetics",,,,,,0,0,1,0,Santiago Garcia-Vallvé,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GenomeJack,Desktop application,"Genomics, Personalised medicine",Java,,,,,0,0,0,0,GenomeJack Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMPIRE,Web application,"Gene expression, Data architecture, analysis and design, Statistics and probability",Java,,,,,0,0,1,1,Carol Kling,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FastQValidator,Command-line tool,"Sequence analysis, Data quality management",C++,,,,,0,0,0,0,The Center for Statistical Genetics at the University of Michigan School of Public Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arachne,Command-line tool,"Sequencing, Genomics, Sequence analysis",,,,,,0,1,0,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ALLPATHS,Command-line tool,Sequence assembly,,,,,,0,1,0,0,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Argonne National Laboratory,Web application,"Molecular interactions, pathways and networks, Endocrinology and metabolism, Enzymes, Transcription factors and regulatory sites",,,,,,0,0,0,0,Argonne Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LegumeIP,Database portal,"Mapping, Transcriptomics, Gene expression, Plant biology, Gene and protein families",,,,,,0,0,1,0,The Samuel Roberts Noble Foundation,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WoLF PSORT,Web application,"Proteins, Structure prediction, Function analysis",,,,,,1,0,0,0,Kenta Nakai,0,0,1,0,0,0,0,0,0,0,0,0,0,0
